Date,Name,Year,Letterboxd URI,Rating
2021-03-26,The Village,2004,https://boxd.it/21iS,1.5
2021-03-26,Lady in the Water,2006,https://boxd.it/1Y1E,2
2021-03-27,Titanic,1997,https://boxd.it/2a2k,4
2021-03-28,Hush,2016,https://boxd.it/d5ys,3.5
2021-03-28,Space Sweepers,2021,https://boxd.it/lnnI,3.5
2021-04-05,The Father,2020,https://boxd.it/m8Ie,4.5
2021-04-05,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,4
2021-04-06,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,3.5
2021-04-17,Hillbilly Elegy,2020,https://boxd.it/lQmY,2
2021-04-23,Pieces of a Woman,2020,https://boxd.it/nOrQ,2.5
2021-04-25,The United States vs. Billie Holiday,2021,https://boxd.it/kKmQ,2
2021-04-30,Weekend,1967,https://boxd.it/20Ac,3.5
2021-05-12,Nobody,2021,https://boxd.it/mLqS,3.5
2021-05-15,Mortal Kombat,2021,https://boxd.it/gswA,2
2021-05-18,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,3.5
2021-05-19,Wrath of Man,2021,https://boxd.it/nEia,3
2021-05-21,Army of the Dead,2021,https://boxd.it/ic7S,3.5
2021-05-26,Profile,2017,https://boxd.it/hNjE,1
2021-05-28,A Quiet Place,2018,https://boxd.it/fVJQ,4
2021-05-28,A Quiet Place Part II,2020,https://boxd.it/iTx0,3.5
2021-06-19,In the Heights,2021,https://boxd.it/gLhu,4.5
2021-06-27,Cruella,2021,https://boxd.it/bbKg,3.5
2021-06-28,Fast & Furious Presents: Hobbs & Shaw,2019,https://boxd.it/dnDA,3
2021-06-30,F9,2021,https://boxd.it/dqsU,3
2021-07-03,Luca,2021,https://boxd.it/ipjC,4
2021-07-04,The Mitchells vs. the Machines,2021,https://boxd.it/i7xm,3.5
2021-07-05,Raya and the Last Dragon,2021,https://boxd.it/jbkI,3
2021-07-10,Black Widow,2021,https://boxd.it/hWV8,3.5
2021-07-10,The Tomorrow War,2021,https://boxd.it/lE78,3
2021-07-11,The Breakfast Club,1985,https://boxd.it/27q4,4
2021-07-12,Memories of Murder,2003,https://boxd.it/1TSo,4
2021-07-12,Stowaway,2021,https://boxd.it/ktMM,4
2021-07-23,Old,2021,https://boxd.it/npKI,3
2021-08-09,The Suicide Squad,2021,https://boxd.it/fw6O,4
2021-08-12,Jungle Cruise,2021,https://boxd.it/g4YK,2
2021-08-14,Stillwater,2021,https://boxd.it/mNPq,3.5
2021-08-17,Free Guy,2021,https://boxd.it/k8dm,3.5
2021-08-19,Fighting with My Family,2019,https://boxd.it/fRyO,3
2021-08-20,Jumanji,1995,https://boxd.it/1ZLI,3
2021-09-03,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,4
2021-09-08,Candyman,1992,https://boxd.it/1Ys6,3
2021-09-10,Burnt Offerings,1976,https://boxd.it/1PVI,2.5
2021-09-15,Candyman,2021,https://boxd.it/kHFg,4
2021-09-17,Malignant,2021,https://boxd.it/mViE,2
2021-09-20,Black Mirror: White Christmas,2014,https://boxd.it/B3qu,4
2021-09-21,Black Mirror: Black Museum,2017,https://boxd.it/hRqu,3.5
2021-09-24,The Vanished,2020,https://boxd.it/qU9k,2.5
2021-09-26,The Conjuring,2013,https://boxd.it/4sr2,3.5
2021-10-01,Venom: Let There Be Carnage,2021,https://boxd.it/llco,2.5
2021-10-02,Coraline,2009,https://boxd.it/1NhQ,3.5
2021-10-05,Spectre,2015,https://boxd.it/6bXY,2.5
2021-10-16,The Night House,2020,https://boxd.it/jZze,3.5
2021-10-16,Psycho,1960,https://boxd.it/2ab2,4
2021-10-16,Happy Death Day,2017,https://boxd.it/fDz4,3.5
2021-10-16,What We Do in the Shadows,2014,https://boxd.it/7eQy,3.5
2021-10-22,Dune,2021,https://boxd.it/fA7G,4.5
2021-10-23,No Time to Die,2021,https://boxd.it/cPX2,4
2021-10-30,Last Night in Soho,2021,https://boxd.it/lbJC,3
2021-10-30,The Babadook,2014,https://boxd.it/77xu,3.5
2021-10-30,Happy Death Day 2U,2019,https://boxd.it/ixt6,3
2021-11-05,Eternals,2021,https://boxd.it/j36o,3.5
2021-11-09,Antlers,2021,https://boxd.it/iI50,3
2021-11-19,Ghostbusters,1984,https://boxd.it/g2w,3
2021-12-03,Ghostbusters: Afterlife,2021,https://boxd.it/f4Pw,2.5
2021-12-17,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4
2021-12-20,The Matrix,1999,https://boxd.it/2a1m,4.5
2021-12-21,Encanto,2021,https://boxd.it/kPRu,3.5
2021-12-23,"tick, tick... BOOM!",2021,https://boxd.it/jz2e,4
2021-12-23,West Side Story,2021,https://boxd.it/iwt0,4
2021-12-30,The Matrix Reloaded,2003,https://boxd.it/2a1c,3
2022-01-05,The Matrix Revolutions,2003,https://boxd.it/2a12,3.5
2022-01-11,Black Mirror: Playtest,2016,https://boxd.it/hRR6,3.5
2022-01-21,The Matrix Resurrections,2021,https://boxd.it/n87k,3.5
2022-02-14,CODA,2021,https://boxd.it/tbf4,4.5
2022-02-20,Licorice Pizza,2021,https://boxd.it/qTKY,3.5
2022-02-28,Don't Look Up,2021,https://boxd.it/o0Hc,3
2022-03-04,The Batman,2022,https://boxd.it/eDGs,4
2022-03-14,Nightmare Alley,2021,https://boxd.it/m0HC,3.5
2022-03-15,Belfast,2021,https://boxd.it/tefG,4
2022-03-15,Hereditary,2018,https://boxd.it/hNVe,4.5
2022-03-21,Black Mirror: Arkangel,2017,https://boxd.it/hQXW,3
2022-03-21,The Conjuring 2,2016,https://boxd.it/7GJg,3.5
2022-03-22,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY,3
2022-03-23,Drive My Car,2021,https://boxd.it/sv94,4
2022-03-25,X,2022,https://boxd.it/sxVa,4
2022-03-27,King Richard,2021,https://boxd.it/mJZ2,3.5
2022-03-28,The Power of the Dog,2021,https://boxd.it/m99E,3.5
2022-03-28,The Lost City,2022,https://boxd.it/sg0Q,3
2022-03-29,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS,4
2022-03-29,It Chapter Two,2019,https://boxd.it/h10u,3
2022-03-29,The Great Gatsby,2013,https://boxd.it/JY,3
2022-03-29,The Old Guard,2020,https://boxd.it/jY2e,3.5
2022-03-30,What Happened to Monday,2017,https://boxd.it/ejUu,3
2022-03-30,Sing 2,2021,https://boxd.it/fAnE,3.5
2022-03-30,Kong: Skull Island,2017,https://boxd.it/9ewM,3.5
2022-03-30,The Magnificent Seven,2016,https://boxd.it/aZAy,2.5
2022-03-31,Kick-Ass,2010,https://boxd.it/1zaQ,2
2022-03-31,Now You See Me 2,2016,https://boxd.it/99fw,2.5
2022-03-31,Power Rangers,2017,https://boxd.it/9KKc,1.5
2022-03-31,Murder on the Orient Express,2017,https://boxd.it/dHjA,3
2022-04-01,Morbius,2022,https://boxd.it/j978,2
2022-04-01,The Maze Runner,2014,https://boxd.it/5YPM,3
2022-04-03,Maze Runner: The Scorch Trials,2015,https://boxd.it/9hwA,3
2022-04-03,Maze Runner: The Death Cure,2018,https://boxd.it/bakw,3
2022-04-04,Scooby-Doo on Zombie Island,1998,https://boxd.it/1QIg,3
2022-04-04,The Water Horse,2007,https://boxd.it/uzY,3.5
2022-04-04,Pitch Perfect,2012,https://boxd.it/3OsE,3.5
2022-04-04,Scooby-Doo! and the Cyber Chase,2001,https://boxd.it/1LTy,3
2022-04-04,Scooby-Doo! and the Witch's Ghost,1999,https://boxd.it/1IeM,3
2022-04-05,Sonic the Hedgehog,2020,https://boxd.it/gdK8,3
2022-04-05,Love and Monsters,2020,https://boxd.it/lJ6E,4
2022-04-07,The League of Extraordinary Gentlemen,2003,https://boxd.it/1ZVy,3
2022-04-07,Fear Street: 1994,2021,https://boxd.it/lLBk,2
2022-04-08,Cirque du Freak: The Vampire's Assistant,2009,https://boxd.it/1xHo,2.5
2022-04-08,Mamma Mia!,2008,https://boxd.it/1Tnq,3.5
2022-04-08,Sonic the Hedgehog 2,2022,https://boxd.it/pb8O,3.5
2022-04-11,Ambulance,2022,https://boxd.it/sFxg,4
2022-04-12,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,4.5
2022-04-13,RRR,2022,https://boxd.it/ljDs,4.5
2022-04-15,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/bg8Q,1.5
2022-04-27,Top Gun,1986,https://boxd.it/29JC,2
2022-04-27,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/27Vc,2.5
2022-04-28,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/27V2,2.5
2022-04-29,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/27US,3
2022-05-07,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/gaTc,4
2022-05-11,Synchronic,2019,https://boxd.it/k3M2,3
2022-05-19,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,3.5
2022-06-06,Top Gun: Maverick,2022,https://boxd.it/cjr4,4
2022-06-10,Jurassic World Dominion,2022,https://boxd.it/ikXW,2.5
2022-07-08,Thor: Love and Thunder,2022,https://boxd.it/mMAY,3.5
2022-07-08,Lightyear,2022,https://boxd.it/qV1G,3
2022-07-16,Get Out,2017,https://boxd.it/eOCm,4.5
2022-07-17,The Sea Beast,2022,https://boxd.it/kv3a,3.5
2022-07-19,The Black Phone,2021,https://boxd.it/sqFE,3.5
2022-07-19,Us,2019,https://boxd.it/gnV6,4.5
2022-07-22,Elvis,2022,https://boxd.it/mK4w,2.5
2022-07-23,"As Above, So Below",2014,https://boxd.it/7yui,3.5
2022-07-23,Nope,2022,https://boxd.it/sDCe,4
2022-07-31,The Gray Man,2022,https://boxd.it/rb7q,2.5
2022-08-10,Bullet Train,2022,https://boxd.it/qW26,4
2022-08-31,The Nice Guys,2016,https://boxd.it/94Hg,4
2022-09-01,Popstar: Never Stop Never Stopping,2016,https://boxd.it/blDa,3.5
2022-09-12,Tangerine,2015,https://boxd.it/9QRe,3.5
2022-09-13,The Fabulous Baron Munchausen,1962,https://boxd.it/ZV2,4
2022-09-15,We Need to Talk About Kevin,2011,https://boxd.it/2pTS,4
2022-09-21,The Woman King,2022,https://boxd.it/r9a8,4
2022-10-02,Mulholland Drive,2001,https://boxd.it/297o,4
2022-10-04,The Humans,2021,https://boxd.it/lEQM,4.5
2022-10-05,Bros,2022,https://boxd.it/mJZw,4
2022-10-13,Don't Worry Darling,2022,https://boxd.it/mViu,2
2022-10-23,Smile,2022,https://boxd.it/xjfE,3.5
2022-10-25,Lost in Translation,2003,https://boxd.it/2b0E,3.5
2022-11-09,Lady Bird,2017,https://boxd.it/dGNE,4.5
2022-11-13,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,3.5
2022-11-17,Black Adam,2022,https://boxd.it/fup0,0.5
2022-11-18,Pirates of the Caribbean: Dead Men Tell No Tales,2017,https://boxd.it/5a9m,0.5
2022-11-24,Glass Onion,2022,https://boxd.it/oCkK,4.5
2022-12-13,Zoolander,2001,https://boxd.it/1YMA,3
2022-12-15,Moonlight,2016,https://boxd.it/d6bE,4
2022-12-15,Avatar,2009,https://boxd.it/1Efm,4
2022-12-16,Avatar: The Way of Water,2022,https://boxd.it/2E2E,4.5
2022-12-23,The Stepford Wives,1975,https://boxd.it/1Sfq,3
2023-01-06,The Fabelmans,2022,https://boxd.it/ugoM,3.5
2023-01-15,The Adam Project,2022,https://boxd.it/q2Dg,3
2023-01-18,The Banshees of Inisherin,2022,https://boxd.it/p7XS,3.5
2023-01-18,Spirited Away,2001,https://boxd.it/2b4m,3.5
2023-01-22,The Menu,2022,https://boxd.it/lScm,3.5
2023-01-28,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,4
2023-02-18,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,2.5
2023-02-28,Triple Frontier,2019,https://boxd.it/dZUO,3
2023-03-02,Touki Bouki,1973,https://boxd.it/2H44,2.5
2023-03-05,Atlantics,2019,https://boxd.it/hVEK,4
2023-03-13,The Lovers on the Bridge,1991,https://boxd.it/26li,3
2023-03-18,Shazam! Fury of the Gods,2023,https://boxd.it/lV0S,2.5
2023-03-18,65,2023,https://boxd.it/qbus,1.5
2023-04-01,John Wick: Chapter 4,2023,https://boxd.it/mh48,4
2023-04-01,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/hN1A,3
2023-04-08,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,3
2023-04-29,Suzume,2022,https://boxd.it/yv7Y,4
2023-05-01,Blade Runner 2049,2017,https://boxd.it/b8wK,5
2023-05-06,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,4
2023-05-16,The Exorcist,1973,https://boxd.it/1Yoo,3.5
2023-05-19,Barbarian,2022,https://boxd.it/yohi,4
2023-05-19,Fast X,2023,https://boxd.it/drIu,3.5
2023-05-26,The Little Mermaid,2023,https://boxd.it/fVum,2
2023-06-01,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4
2023-06-01,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4.5
2023-06-02,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,4.5
2023-07-04,Star Trek Beyond,2016,https://boxd.it/5Ik4,3.5
2023-07-15,Nimona,2023,https://boxd.it/Aiyc,3.5
2023-07-21,"Ruby Gillman, Teenage Kraken",2023,https://boxd.it/Dmne,2.5
2023-07-21,Barbie,2023,https://boxd.it/bCLK,3.5
2023-07-31,Talk to Me,2022,https://boxd.it/C6uQ,3.5
2023-07-31,"Miraculous: Ladybug & Cat Noir, The Movie",2023,https://boxd.it/hUGA,2
2023-08-12,Meg 2: The Trench,2023,https://boxd.it/mLvo,1.5
2023-08-24,Blue Beetle,2023,https://boxd.it/kJLq,3
2023-09-04,Oppenheimer,2023,https://boxd.it/wUow,5
2023-09-08,Modern Times,1936,https://boxd.it/25MC,4.5
2023-09-18,O'er the Land,2009,https://boxd.it/7ugQ,4
2023-09-20,A Corner in Wheat,1909,https://boxd.it/GsK,3.5
2023-09-20,The Cheat,1915,https://boxd.it/2tHw,2.5
2023-09-26,Last Things,2023,https://boxd.it/E38c,4
2023-09-28,Sherlock Jr.,1924,https://boxd.it/298m,4.5
2023-09-28,The Divorcee,1930,https://boxd.it/2ODg,3
2023-10-02,Nosferatu,1922,https://boxd.it/29TM,3.5
2023-10-04,Battleship Potemkin,1925,https://boxd.it/29Vo,4
2023-10-20,The Love Parade,1929,https://boxd.it/AC0,3
2023-10-25,M,1931,https://boxd.it/29vq,4
2023-10-28,Five Nights at Freddy's,2023,https://boxd.it/ikHu,2.5
2023-11-03,Baby Face,1933,https://boxd.it/1rMs,3.5
2023-11-08,"I Was Born, But...",1932,https://boxd.it/1pS4,4
2023-11-26,The Marvels,2023,https://boxd.it/mwU4,3.5
2023-11-29,Casablanca,1942,https://boxd.it/2aG0,4
2023-11-30,Gush,2023,https://boxd.it/E366,3
2023-12-06,Double Indemnity,1944,https://boxd.it/297I,4.5
2023-12-06,Trolls Band Together,2023,https://boxd.it/y3RO,3
2023-12-22,Rebel Moon – Part One: A Child of Fire,2023,https://boxd.it/w0qc,3
2023-12-23,Past Lives,2023,https://boxd.it/oNB8,4
2023-12-27,The Unbearable Weight of Massive Talent,2022,https://boxd.it/o6eK,3.5
2024-01-21,Mean Girls,2024,https://boxd.it/p6nO,3.5
2024-01-25,Scream,1996,https://boxd.it/24EC,4
2024-02-08,Frankenstein,1931,https://boxd.it/25Te,3
2024-02-09,The Witch,2015,https://boxd.it/9X0m,4.5
2024-02-10,The Thing,1982,https://boxd.it/294O,4.5
2024-02-16,Creature from the Black Lagoon,1954,https://boxd.it/1UXk,3.5
2024-02-22,Peeping Tom,1960,https://boxd.it/1Utk,4
2024-03-06,Dune: Part Two,2024,https://boxd.it/pUfA,5
2024-03-07,Night of the Living Dead,1968,https://boxd.it/1WwA,3.5
2024-03-14,Damsel,2024,https://boxd.it/sFY2,2.5
2024-03-14,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,3.5
2024-03-22,Halloween,1978,https://boxd.it/2wRu,2.5
2024-03-28,Black Christmas,1974,https://boxd.it/1Js6,4.5
2024-04-12,A Girl Walks Home Alone at Night,2014,https://boxd.it/7nZE,3.5
2024-04-18,Alien,1979,https://boxd.it/2awY,3.5
2024-04-23,Civil War,2024,https://boxd.it/z1jW,4
2024-04-25,Evil Dead II,1987,https://boxd.it/29Ge,3.5
2024-05-17,Please Don't Destroy: The Treasure of Foggy Mountain,2023,https://boxd.it/BSZg,3
2024-06-01,The Fall Guy,2024,https://boxd.it/s0Bm,3.5
2024-07-12,Longlegs,2024,https://boxd.it/KzLM,4
2024-07-24,Ultraman: Rising,2024,https://boxd.it/vfFa,3.5
2024-07-24,Twisters,2024,https://boxd.it/qV7a,3
2024-07-29,Deadpool & Wolverine,2024,https://boxd.it/jq8s,3.5
2024-09-22,Orlando,1992,https://boxd.it/1Z1K,3.5
2024-10-21,Christmas Town,2019,https://boxd.it/nbOw,2
2024-11-13,Wanda,1970,https://boxd.it/2OjK,3
2024-11-23,Showgirls,1995,https://boxd.it/1Vmk,3
2024-11-24,Wicked,2024,https://boxd.it/e8ME,4
2024-11-25,Arrival,2016,https://boxd.it/aNGk,5
2024-12-01,Ex Machina,2015,https://boxd.it/7T2k,4.5
2024-12-07,North by Current,2021,https://boxd.it/rFjc,4
2024-12-24,No Country for Old Men,2007,https://boxd.it/21ew,4
2024-12-28,Juror #2,2024,https://boxd.it/FRwU,4
2024-12-31,American Psycho,2000,https://boxd.it/28Vs,4
2025-01-09,The Wild Robot,2024,https://boxd.it/IWFy,3.5
2025-01-30,Architecture Of Mountains,2012,https://boxd.it/sW5I,3
2025-02-14,The Lives of Others,2006,https://boxd.it/2a4A,4
2025-02-15,Howl's Moving Castle,2004,https://boxd.it/23De,4
2025-02-15,Anora,2024,https://boxd.it/Egcw,3.5
2025-02-27,Election,1999,https://boxd.it/1YEc,3.5
2025-03-29,Selma,2014,https://boxd.it/8jak,4
2025-05-11,Captain America: Brave New World,2025,https://boxd.it/uYDm,2
2025-05-21,Thunderbolts*,2025,https://boxd.it/BfbQ,4
